name,description,cuisine,course,diet,ingredients_name,ingredients_quantity,prep_time (in mins),cook_time (in mins),instructions,Season
Schezwan Masala Sin Recipe Using Classic Idli Sin Batter,Dosa' and 'Noodles' are two very popular street food dishes in India. The Schezwan Masala Dosa or Dosa is a famous Mumbai street food combining the Indo Chinese flavours which is loved by one and all. It is especially appealing to the younger generations.,Fusion,Snack,Vegetarian,"White urad dal (Whole), Methi Seeeds (Fengreek seeds), Idli Rice, Salt, Hakka Noodles, Onions, Garlic, Ginger, Green chillies, Green Bell Pepper (Capsicum), Carrot (Gajjar), Cabbage (Patta Gobi/ Muttakose), Schezwan Sauce, soy sauce, tomato ketchup, red chilli sauce, sesame (gingelly) oil, salt, spring Onion Greens, Ghee","For Classic Dosa Batter 1 1/4 cup White Urad Dal (Whole)  2 teaspoons Methi Seeds (Fenugreek Seeds)  3 cups Idli Rice  4 teaspoons Salt Fo the Schezwan Noodles 150 grams Hakka Noodles  2 Onions , sliced thinly length wise  10 cloves Garlic , finely chopped  1 inch Ginger , finely chopped  2 Green Chillies , finely chopped  2 Green Bell Pepper (Capsicum) , finely chopped  1 Carrot (Gajjar) , finely chopped or shredded  1 cup Cabbage (Patta Gobi/ Muttaikose) , thinly shredded  4 tablespoons Schezwan sauce  1 tablespoon Soy sauce  4 tablespoons Tomato Ketchup , optional  4 tablespoon Red Chilli sauce  1 tablespoon Sesame (Gingelly) Oil Salt , to taste  4 Stalk Spring Onion Greens , finely chopped Ghee , for making dosa",10,60,"To begin making the Schezwan Masala Dosa Recipe,  first prepare the dosa batter. To begin making the classic Idli & Dosa Batter, first in a bowl soak the urad dal, methi seeds together. In another bowl, soak the rice. Soak them for at least 6 hours or overnight.Once soaked, grind them. Into a mixer grinder, add the soaked urad dal and methi seeds. Add little water at a time and grind to make a thick flowing batter.Transfer the ground urad dal into a large bowl. In the same mixer grinder, add the rice and add just little water at a time and make thick batter. Transfer the rice into the same bowl as the urad dal. Add the salt and stir well to combine. Cover the bowl and ferment the dosa batter for 8 hours or overnight. Once fermented, give it a stir gently. You can make idli the first day when batter is fresh with air pockets. Refrigerate the Idli & Dosa Batter in an airtight container for 4 to 5 days and use it as required.",Monsoon
Ulundu Kozhukattai Recipe - Uppu kozhukattai/ urad dal modak,The Ulundu Kozhukattai  also known as the Ulutham Poornam Kozhukattai is a very festive dish that is made for Lord Ganesha's Birthday also known as Vinayaka or Ganesh Chaturthi that is observed in the month of August - September. This is made from urad that that is soaked ground and steamed and then made into small ovals which are then stuffed into the rice flour wrapper.,Maharashtrian ,Snack,Vegetarian,"Rice flour, Water, Oil, Salt, White Urad Dal (Whole), Green Chillies, Ginger, Asafoetida (hing), Salt, Sesame (Gingelly) Oil, Mustard seeds (Rai/ Kadugu), Curry leaves","1 cup Rice flour  1 cup Water  1 teaspoon Oil  1/4 teaspoon Salt For the filling 1 cups White Urad Dal (Whole) , soaked for 4 hours  2 Green Chillies , chopped  1 inch Ginger , chopped  1/4 teaspoon Asafoetida (hing) Salt , to taste  1 teaspoon Sesame (Gingelly) Oil  1 teaspoon Mustard seeds (Rai/ Kadugu)  1 sprig Curry leaves , finely chopped",10,30,"To begin making the Ulundu Kozhukattai Recipe - Uppu Kozhukattai/ Urad Dal Modak, first soak the urad dal in 2 cups of water for about 3 to 4 hours. Drain the water completely. Combine the dal, green chillies, ginger, salt and asafoetida powder and blend into a coarse batter.Place the batter in steamer plates or idli plates and steam on high heat for about 10 minutes until cooked. To check if it is cooked insert a knife in the center and it should come out clean.Remove from the steamer and allow it to cool. Once partially cool, cut into pieces crumble the steamed lentils until there are no lumps.Heat oil in a heavy bottomed pan; add the mustard seeds and allow it to crackle. Stir in the crumbled steamed lentils into the seasoning and saute for a few minutes until well combined.Allow the urad dal/ ulundu to cool. Once cool divide the lentils into 10-15 oval shaped portions and keep aside. This will be the savory filling for the rice wrapperTo make the wrapper for the modak/ Ulundu KozhukattaiBring the water to a boil in a pan along with the salt and oil.Gradually add little rice flour at time and keep stirring till the Ulundu Kozhukattai mixture comes together.Turn off the heat and transfer the rice flour mixture to another bowl and cover with a muslin cloth. Keep it aside for 5 minutes. It will help the Ulundu Kozhukattai dough to come together.With a little oil in a cup, smear the oil in your hands and knead the dough well to remove any lumps. At all times make sure keep the dough covered with a wet muslin cloth to prevent the dough from drying out.Take a lemon size portion of the Ulundu Kozhukattai dough, make into a ball and press the dough in the palm of your hands to make a flat dough, cup your palms a bit so it forms a depression in the center.Place the urad dal filling in the center and bring the edges of the dough together to the center to make an oval shape Ulundu KozhukattaiContinue the similar process with the remaining portions of the dough and dal fillingNote: Keep dipping and smearing your fingers and palms with sesame oil when you handle a new portion of the dough. This will prevent the Ulundu Kozhukattai from sticking to your handsPrepare the steamer filled with water. Place the Ulundu Kozhukattai in the steamer plate and into the steamer.Steam for about 10 minutes until the Ulundu Kozhukattai look shiny and smooth. You will also notice that if it is not cooked, the rice wrapper will be sticky.Once they are steamed, the Ulundu Kozhukattai (Ukadiche Modaks) are ready for an offering to god for the festival of Ganesh Chaturthi. You can also have this steamed dumpling as your Tea Time Snack.",Winter
Alooo Bread Pakora Recipe,Aloo Bread Pakora  is one of the most popular breakfast and tea time snack in the Northern regions. It is arguably the best traditional snack for enjoying evening tea especially in the winter seasons.,North Indian,Snack,Vegetarian,"Whole Wheat Brown Bread, Coriander (Dhania) Leaves, Mint Leaves (Pudina), Curry leaves, Green Chillies, Ginger, Roasted Peanuts (Moongphali), Sugar, Lemon, Water, Salt, Potatoes (Aloo), Onions, Green Chillies, Cumin powder (Jeera), Red Chilli powder, Turmeric powder (Haldi), Amchur (Dry Mango Powder), Chaat Masala Powder, Coriander (Dhania) Leaves, Salt, Gram flour (besan), Rice flour, Ajwain (Carom seeds), Red Chilli powder, Turmeric powder (Haldi), Asafoetida (hing), Enos Fruit Salt, Salt, Water, Oil","8 Whole Wheat Brown Bread For the Green Chutney 1 cup Coriander (Dhania) Leaves  1 cup Mint Leaves (Pudina)  1/4 cup Curry leaves  2 Green Chillies  1 inch Ginger , chopped  1/4 cup Roasted Peanuts (Moongphali)  1 tablespoon Sugar  1 Lemon , juiced  1/4 cup Water Salt , to taste For the Potato Filling 4 Potatoes (Aloo) , boiled and mashed  2 Onions , finely chopped  3 Green Chillies , finely chopped  2 teaspoons Cumin powder (Jeera)  1 teaspoon Red Chilli powder  1/2 teaspoon Turmeric powder (Haldi)  1 teaspoon Amchur (Dry Mango Powder)  2 teaspoons Chaat Masala Powder Coriander (Dhania) Leaves , small bunch, finely chopped Salt , to taste For bread pakora batter 2 cups Gram flour (besan)  1/4 cup Rice flour  2 teaspoons Ajwain (Carom seeds)  1 teaspoon Red Chilli powder  1/2 teaspoon Turmeric powder (Haldi)  1/4 teaspoon Asafoetida (hing)  1/2 teaspoon Enos Fruit Salt Salt , to taste  Water , as needed Oil , for deep frying",10,30,"To begin making the Aloo Bread Pakora Recipe, first we will make the Green Chutney. Into a mixer grinder add the coriander leaves, mint leaves, curry leaves, roasted peanuts, lemon juice, sugar, salt to taste and water. Blend to make a smooth chutney. Transfer into a bowl and keep aside. Next we will make the Potato filling. Into a large bowl add the boiled and mashed potatoes, onions, green chillis, red chili powder, turmeric powder,cumin powder, amchur powder, chaat masala, salt to taste and coriander leaves. Mix well to combine. Keep it aside.Now we will make the Pakora Batter. In a mixing bowl, add besan flour, rice flour, salt, red chili powder, turmeric powder, asafoetida, enos fruit salt, ajwain and salt to taste. Add  little water at a time and mix well to make a lump free flowing batter. The batter has to be thick enough to evenly coat the back of the spoon.",Summer
Green Moong Dal Sundal Recipe ,"Green Moong Dal Sundal Recipe is a super healthy South Indian stir fry of sprouted whole green moong dal. The green moong sprouts are tossed along with mustard, cumin and curry leaves and finished off with some coconut and fresh lemon juice. ",South Indian,Side Dish,Vegetarian,"Sesame (Gingelly) Oil, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Asafoetida (hing), Curry leaves, Green Chillies, Salt, Fresh coconut, Green Moong Sprouts, Lemon juice, Coriander (Dhania) Leaves","1 teaspoon Sesame (Gingelly) Oil  1 teaspoon Mustard seeds (Rai/ Kadugu)  1 teaspoon Cumin seeds (Jeera)  1/4 teaspoon Asafoetida (hing)  2 sprig Curry leaves  2 Green Chillies , slit Salt , to taste  2 tablespoons Fresh coconut , grated  1 cup Green Moong Sprouts  1 tablespoon Lemon juice  2 sprig Coriander (Dhania) Leaves , chopped",420,20,"To begin making the Green Moong Dal Sundal Recipe, we need sprouted green moong dal. You can either use store bought ones or learn learn How to make Sprouts at Home. Heat a kadai with oil on medium heat, once the oil is hot, add in the mustard seeds and allow it to crackle. Once the mustard seeds have crackled add the cumin seeds and let them sizzle. Once done add asafoetida, slit green chillies and curry leaves. Once the curry leaves splutter for a few seconds, add in the sprouted green moong dal and salt to taste.Mix well to combine and cover and cook the Green Moong Dal Sundal for about 4-5 minutes until the moong sprouts are steamed through and cooked.Once done, open the lid, add in the grated coconut, lemon juice, coriander leaves and give it a stir. Check the salt and adjust to taste accordingly.Turn off the heat, toss the Green Moong Dal Sundal well, and serve. Serve Green Moong Dal Sundal Recipe as an evening snack along with Whole Wheat Flour Chakli Recipe or serve it as part of a meal along with Steamed Rice and Milagu Rasam Recipe and Elai Vadam Recipe for a complete weekday meal.",Summer
Murungai Keerai Paruppu Usili Recipe - Drumstick Leaves & Toor Dal,"Usili is a traditional and popular recipe from the state of Tamil Nadu, in which dal or paruppu is steamed cooked along with spices. It is mainly cooked with a variety of vegetables namely, french beans, broad beans, leafy greens etc.",Tamil Nadu,Side Dish,Diabetic Friendly,"Drumstick Leaves (Moringa/ Murungai Keerai), Mustard Seeds (Rai/ Kadugu), Dry Red Chilli, Asafoetida (Hing), Oil, Salt, Arhar Dal (Salt toor Dal (Salt toor Dal), Dry Red Chillies, salt","1-1/2 Cups Drumstick Leaves (Moringa/Murungai Keerai) 1 Tespoon Musturd Seeeds (Rai/ Kadugu) 1 Dry Red Chili 1/2 Teaspoon Asafoetida (HING) 3 Teaspons Oil Salt Dal (Split Toor Daal) 1 Teaspo Fennel Seeeds (Saunf) 2 Dry Red Chillies Salt , As per your taste",10,20,"To begin making the Murungai Keerai Paruppu Usili Recipe, wash and soak toor dal for 30 minutes.*To make the Paruppu UsiliAfter 30 minutes drain the water from dal.Combine the soaked toor dal along with fennel seeds, dried red chillies, and salt in a mixer jar and grind to a coarse mix using a mixer grinder. Transfer to a bowl. Heat an idli steamer on medium heat, with enough water. Grease the idli mould and keep it ready. Now make small lemon sized balls of the prepared paruppu usili mixture, and place it in the idli mould.Cover and steam cook for 10 minutes, until the dal mixture is cooked. (Don't make the ball of dals too tight as the lentils will not steam very well)In a wide pan, add oil and heat it on medium heat, add the mustard seeds, asafoetida and let it splutter. Add the dried red chillies, and let it crackle.Add the drumstick leaves, season with salt, mix well, cover and cook for 5 minutes until the drumstick leaves are cooked well. Meanwhile, remove the steamed toor dal balls, crumble it with your hands so that it resembles the sandy texture.Once the drumstick leaves are cooked well, add the crumbled toor dal mix to the pan and mix well.At this stage you can add a teaspoon or two of oil, if the mixture looks too dry.Saute for 2 minutes, until the dal crumbles are nice and crispy and switch off the heat. It is ready to be served.Serve Murungai Keerai Paruppu Usili along with Steamed Rice and Tomato Jeera & Paruppu Rasam Recipe for a weeknight dinner.",All Season
Sukhi Urad Dal Recipe - Sukhi Urad Dal Sabzi Recipe,"The dry urad dal recipe is a North Indian style vegetable in which Urad dal is cooked with daily spices. This is a very easy recipe, you can pack it with parathas in your lunch box. In this recipe, the lentils are boiled and cooked with cumin, asafetida, onion, green chillies and ginger.",North Indian,Lunch,High Protein Vegetarian,"White urad dal, water, onion, ginger, green chillies, cumin, asafetida, turmeric powder, coriander powder, garam masala powder, salt, ghee, lemon, green coriander","1 cup white urad dal 1/4 cup of water 1 onion, cut 1 inch ginger, finely chop 1 in green chillies, finely chop 1 teaspoon cumin 1/4 teaspoon asafetida 1/2 teaspoon turmeric powder 1/2 teaspoon coriander powder 1/2 teaspoon garam masala powder, take 1 taste according to taste, take 1 nimbin, take 1 nimbin, take 1 nimb, Finely chop for garnish",10,30,"To make a happy urad dal recipe, first wash the urad dal with water. Now soak the lentils in water for 4 to 5 hours. After 4 to 5 hours, remove the water and keep the lentils separately. Now add some water to a pressure cooker. Add steamer pan and add lentils to it. Close the cooker and cook until 3 cities arrive. Turn off the gas and let the pressure come out. Open the cooker and keep the lentils separately. Now heat ghee in a pan. Add cumin, asafoetida and cook it till the cumin seeds crackle. After cumin seeds, add onion, ginger, green chillies and cook till the onion is soft. Now add cooked urad dal, turmeric powder, salt, garam masala powder, coriander powder and mix well. Cover the pan and let it cook for 3 to 4 minutes. Now add lemon juice to it and mix. Garnish with green coriander and serve. Serve the dry Urad Dal recipe with Gujarati Kadhi, Phulka and Amaras for the day's dinner.",Summer
Lemongrass Tomato Corn Soup Recipe,"Lemongrass Tomato Corn Soup is a refreshingly soup of green and red tomatoes, matched perfectly by velvety corn and topped off with the heady aroma of lemongrass. Incredibly flavourful and healthy to boot, Lemongrass Tomato Corn Soup is perfect for a rainy day.",Continental,Appetizer,Vegetarian,"Tomatoes, Tomatoes, Sweet corn, Vegetable stock, Red onion, Ginger, Garlic, Extra Virgin Olive Oil, Lemongrass, Dried oregano, Black pepper powder, Curry powder, Basil leaves, Salt and Pepper, Butter (Salted)","4 Tomatoes , green  2 Tomatoes , ripen  1 cup Sweet corn , shelled  4 cups Vegetable stock  1 Red onion  1 inch Ginger  2 cloves Garlic  2 tablespoons Extra Virgin Olive Oil  1 tablespoon Lemongrass , minced  1 teaspoon Dried oregano  1 teaspoon Black pepper powder  1 teaspoon Curry powder  1 sprig Basil leaves Salt and Pepper , to taste Butter (Salted) , for taste",15,35,"To begin making the Lemongrass Tomato Corn Soup Recipe, we will first chop the tomatoes, onion, garlic, basil leaves, lemongrass stalks and set aside.Heat olive oil in a heavy bottomed pan, add the onions, ginger and garlic and saute on low heat until soft and lightly golden. Add basil, oregano, lemongrass and the curry powder and sauté for 10 seconds. Add the chopped  tomato and corn, saute for 5 minutes on low flame until the tomatoes become slightly tender. Add the vegetable stock and bring the soup to a brisk boil. Once the soup comes to a brisk boil turn the heat to low and simmer on low heat for about 15 minutes until the corn is cooked through.Use a hand blender and pulse the soup to make it chunky and creamy. Roughly tear the basil leaves and stir it into the soup. Check the salt and pepper and adjust to suit your taste.Transfer the Lemongrass Tomato Corn Soup into serving bowl and serve hot.Serve Lemongrass Tomato Corn Soup along with Whole Wheat Rosemary Focaccia Bread as a weeknight dinner appetizer.",Summer
Thenkuzhal Murukku Recipe - South Indian Snack,Thenkuzhal Murukku is a deep fried South Indian snack made using Rice flour and Urad Dal flour. It is usually made during Diwali or Gokul Ashtami. The process is fairly simple but making a large batch of Thenkuzhal is quite laborious and requires patience.,Tamil Nadu,Snack,Vegetarian,"Rice flour, Urad Dal Flour, Cumin seeds (Jeera), Asafoetida (hing), Oil, Salt, Water, Oil","1 cup Rice flour  1/4 cup Urad Dal Flour  1-1/2 teaspoon Cumin seeds (Jeera)  3/4 teaspoon Asafoetida (hing)  2 tablespoons Oil , (hot) ghee or melted butter Salt , to taste  1/2 cup Water , (or as required to make a firm dough) Oil , for deep frying",10,45,"To begin making the Thenkuzhal Murukku Recipe, first heat the oil in a wok/kadhai.In a mixing bowl add the flours, cumin seeds, hing, salt and mix everything well.Add little water and mix with the flours. Add more water and mix till you get a firm dough.Put a portion of the dough in the Thenkuzhal press. Keep the rest of the dough covered.Apply a little pressure on the handles and swirl the press to make a rough circle.Gently slide the Thenkuzhal in hot oil and fry on low to medium flame till it becomes crisp and light brown in colour.Once done take it out with a slotted spoon and drain on an absorbent paper.Repeat for the rest of the dough. For the last 1-2 tablespoons of the batter, which cannot be pressed make small balls and deep fry them in a deep fry pan.Cool and store in an airtight container. Serve Thenkuzhal Murukku as a tea time snack with with Masala Chai or South Indian Filter Coffee Recipe With Filter Coffee Powder.",All Season
Kerala Style Appam Recipe Without Yeast,The Kerala Style Appam Recipe is one dish that we all love at home. It's packed with flavors from the fresh coconut and a subtle taste of fenugreek seeds. This recipe of Kerala appam is made without the use of yeast and can be made quickly with a little bit of planning. ,Kerala ,South Indian Breakfast,Gluten Free,"Rice, Methi Seeds (Fenugreek Seeds), Fresh coconut, Cooked rice, Sugar, Baking soda, Salt","500 grams Rice , raw  2 teaspoon Methi Seeds (Fenugreek Seeds)  1 cup Fresh coconut , grated  1 cup Cooked rice  4 tablespoons Sugar  1/4 teaspoon Baking soda  1 teaspoon Salt",600,20,"To begin making the Kerala Style Appam, we need to first soak the rice along with the fenugreek seeds in water for at least 3 to 4 hours.Once soaked, grind the rice along with the grated coconut and the cooked rice. Add very little water to make a thick and smooth batter. Once ground into a batter. Add a little salt and sugar to taste and allow the appam rice batter to ferment for about 6 hours in a warm place. The fenugreek in the batter, will help in light fermentation of the batter.After 6 hours, the appam batter is now ready to be used. When you are ready to make the appams, stir in the baking soda and allow it to rest in the batter for about 5 minutes.Preheat the Appachetty or the Appam pan on medium high heat. Pour a ladle of batter on the Appachetty and swirl the pan in circular fashion to spread the batter.The batter will be thick in the center and thin on the sides. Cover the pan with a lid for approximately 2 minutes until it is crisped and golden brown on the sides and the centre is steamed and cooked.Serve the Kerala Style Appam along with Kadala Curry or Kerala Style Vegetable Stew for breakfast or a wholesome weeknight dinner.",Winter
No Bake Chocolate Coated Muesli Bars Recipe,"The No Bake Chocolate Coated Muesli Bars are great snack idea for kids lunchbox. These chewy chocolate squares are ready in minutes and stays good in refrigerator for months. These bars are loaded with goodness of muesli and nuts, hence good source of fibre and energy.",Continental,Snack,Vegetarian,"Brown Sugar (Demerara Sugar), Butter (Salted), Cocoa Powder, Milk, Mixed nuts, Granola, Vanilla Extract","1 cup Brown Sugar (Demerara Sugar)  4 tablespoons Butter (Salted)  1/4 cup Cocoa Powder  1/4 cup Milk  1/2 cup Mixed nuts , (Almonds, pistachio, cashew) chopped  2 cup Granola , or breakfast muesli  1 teaspoon Vanilla Extract",10,60,"To begin making the No Bake Breakfast Muesli Bars, we will first get all the ingredients ready and keep aside.Into a heavy bottomed saucepan bring together the sugar, cocoa powder, butter and milk to simmer. Keep stirring the mixture until sugar dissolves and the butter is melted.Once the mixture is well combined, turn off the heat and stir in chopped nuts, vanilla and muesli. Once again, while warm, mix all the ingredients well. Grease a square baking or tray, with butter. Spread the above muesli bar mixture evenly in a 1 or 2 inch thick layer. With greased fingers or with spatula press the mixture gently to form an even surface. Keep the tray in the fridge for 1 to 2 hours or until mixture is firm and set.Once the Chocolate Coated Muesli Bars are set, cut them into squares and store in airtight container in fridge. They stay well for about a month in the refrigerator.Serve No Bake Chocolate Coated Muesli Bars along with Watermelon Smoothie Recipe to your kids as an after school snack.",All Season
Anda Bhurji Recipe,Anda bhurji is probably India's answer to the ever famous scrambled eggs. Sauteed onions and tomatoes combined with chillies and other spices make a delightful high protein breakfast. If you are rushed for time in the mornings then this is the recipe to make. You can pack it into your office lunch boxes with a tawa paratha and raita for a complete meal.,North Indian,North Indian Breakfast,Eggetarian,"Whole Eggs, Milk, Ghee, Onions, Tomatoes, Green Chillies, Cumin seeds (Jeera), Coriander (Dhania) Leaves, Salt","6 Whole Eggs , whisked  2 tablespoons Milk , or coconut milk  2 teaspoons Ghee , or oil  2 Onions , finely chopped  3 Tomatoes , finely chopped  2 Green Chillies , finely chopped  1 teaspoon Cumin seeds (Jeera) Coriander (Dhania) Leaves , finely chopped Salt , to taste",15,15,"To begin making the Anda Bhurji Recipe - Spicy Indian Style Scrambled Eggs whisk the eggs in a bowl with milk and salt to taste until light and fluffy and keep aside.Into a preheated pan add ghee, the cumin seeds, onions and chopped green chillies and saute till the onions turn slightly caramelized.Once done stir in the tomatoes and saute till they have soften. Once the tomatoes have softened, add the whisked eggs. Turn the heat to low and keep stirring the eggs until it scrambles.It is important to cook on low heat for light and fluffy textured Anda Bhurji.Once the Anda Bhurji is cooked, stir in the chopped coriander leaves and turn off the heat. Transfer the anda bhurji into a serving plate and serve hot.Serve the Anda bhurji for breakfast with buttered Homemade Whole Wheat Pav Recipe / Ladi Pav and Homemade Fresh Orange Juice or a wholesome and delicious lunch or dinner with a Tawa Paratha Recipe - Plain Paratha",Monsoon
Sukha Bhel Recipe With Boiled Peanuts - Peanut Bhel Chaat,"Sukha Bhel Recipe With Boiled Peanuts is a popular street food of Mumbai and Kolkata made with fresh sprouts, peanuts, puffed rice, boiled potatoes, onions tomatoes and roasted spices.",Indian,Snack,Vegetarian,"Raw Peanuts (Moongphali), Potatoes (Aloo), Puffed rice, Onion, Tomato, Coriander (Dhania) Leaves, Lemon juice, Green Chilli, Mustard oil, Red Chilli powder, Chaat Masala Powder, Black Salt (Kala Namak)","1 cup Raw Peanuts (Moongphali)  2 Potatoes (Aloo)  3 cups Puffed rice  1 Onion , finely chopped  1 Tomato , finely chopped  3 tablespoons Coriander (Dhania) Leaves , finely chopped  1 teaspoon Lemon juice  1 Green Chilli , finely chopped  2 teaspoons Mustard oil  1/4 teaspoon Red Chilli powder  2 teaspoons Chaat Masala Powder Black Salt (Kala Namak) , to taste or white salt",15,15,"To begin making the Sukha Bhel Recipe  With Boiled Peanuts, first prep all the ingredients and keep them ready.Cook the moongphali or peanuts in the pressure cooker along with salt and 1 cup of water for a couple of whistles. After a couple of whistles turn off the heat and let the pressure release naturally. Once done open the cooker and strain the peanuts. Allow to cool and keep aside.Add the potatoes into a pressure cooker along with 1 cup of water and pressure cooker for 3 to 4 whistles. Allow the pressure to release naturally. Once done peel the potato and dice them up. Keep aside.Cool the potatoes and peanuts completely before making the bhel.In a mixing bowl, add puffed rice, onion, tomato, green chillies, potatoes, mustard oil, red chilli powder, chaat masala powder, lemon juice and black salt. Mix everything well.Divide the dry bhel in serving bowls and top with boiled peanuts and coriander leaves and serve.Serve the Sukha Bhel Recipe With Boiled Peanuts along with Spiced Chutney Sandwich and a cup of Masala Chai for your evening snacks. You can also pack in your snack box to munch in during your working hours.",Summer
Corn Chilli Cheese Momos Recipe,"Corn Chilli Cheese Momos Recipe is a delicious recipe for all momo lovers. This recipe is simple to make. The stuffing for the momos is made from sweet corn sauteed with some ginger, garlic and green chillies along with chilli flakes and black pepper powder.  The sweet corn mixture is then combined with grated Britannia cheese and stuffed into a dough. It is shaped into a crescent moon shape and steamed to glossy perfection. ",Indo Chinese,Appetizer,Vegetarian,"All Purpose Flour (Maida), Salt, Water, Garlic, Ginger, Green Chillies, Sweet corn, Black pepper powder, Red Chilli flakes, Britannia Cheezza, Britannia Cheese Spread - Four Pepper Tango, Sriracha sauce, Veeba Sweet Chilli Sauce, Soy sauce","For the dough 1 cup All Purpose Flour (Maida) Salt , to taste Water , for kneading For the filling 6 cloves Garlic , finely chopped  2 inch Ginger , finely chopped  2 Green Chillies , finely chopped  1 cup Sweet corn  1/2 teaspoon Black pepper powder  1/2 teaspoon Red Chilli flakes  200 grams Britannia Cheezza For the Spicy Cheesy Dip 1 tablespoon Britannia Cheese Spread - Four Pepper Tango  2 tablespoons Sriracha sauce  2 tablespoons Veeba Sweet Chilli Sauce  1 tablespoon Soy sauce",30,20,"To begin making Corn Chilli Cheese Momo Recipe we will first make the dough for the momos.Into a bowl add the all purpose flour, salt. Add little water at a time to knead to make a smooth dough. Cover the dough and allow it to rest for 15 to 20 minutes.Into a preheated pan add the oil. Once the oil is hot add the garlic, ginger, green chillies and saute for a few seconds.Now add the sweet corn, black pepper powder, red chili flakes salt to taste and stir well until combined. Once done turn off the heat and allow it to cool. Now we will proceed to make the Chilli Cheese MomosKnead the dough once again and divide the dough into small balls. Dust in a little flour and roll each ball into small circles.Place about 1 teaspoon of the corn filling and add about 1 tablespoon of the grated britannia cheezza into the center.  Bring together the edges of the dough with a pinching and folding motion on one side and bring the other side to hold to the pinched side. By doing this, the half moon shaped momos will have a frilled look. Proceed the similar way with the remaining dough.You can experiment with different shapes and sizes that you like. All it takes is some time and practice.As you keep shaping the momos, you need to keep them on a greased platter and cover with a damp cloth to prevent them from drying out.While you are shaping the momos, keep a steamer with water boiling. Grease the steamer pan with some oil to prevent the momos from sticking.Place the shaped Corn Chilli Cheese Momos on the greased steamer pan. So when you have one set of shaped momos, place them in the steamer and steam on high for 7 to 10 minutes until you see a shine on the skin. As soon as you notice this, turn off the heat.Transfer the Corn Chilli Cheese Momos from the steamer into a serving platter and serve hot.",Monsoon
Karmani Sundal Recipe - Karamani Sundal Recipe,"Karmani Sundal recipe is a healthy recipe that is made in the houses of South India. In this, Chawle/Lobia is boiled and mixed with coconut and tempering. It is also served like offerings in many South Indian temples and is made on the festival of Navratri.",South Indian,Side Dish,Vegetarian,"Lobberia, coconut, cumin powder, turmeric powder, rye, white urad dal, asafetida, green chili, dry red chilli, curry leaves, salt, oil","1 cup of cowpea, cooked 1/2 cup coconut, tigh 1 tbsp cumin powder 1/2 teaspoon turmeric powder 1 teaspoon for 1 teaspoon mustard 3/4 teaspoon white urad white urad dal 1/2 teaspoons 1/2 teaspoon of asafoetida 2 green chillies, finely chop 2 green chilli, 2 dry red chilli leaves, break red chilli leaves, break salt, break salt according to the taste",15,15,"To make the karmani sundal recipe, first of all, we will put the cowpea in a pan and roast for 2 to 3 minutes. Now put it in water and soak it for 3 to 4 hours. Now drain the water from it and put the cowpea in the pressure cooker. Add water according to the use and cook till 5 cities come. Let the pressure come out on your own. After the pressure comes out, open the cooker and remove the cowpea separately and keep it separately. Let it cool down. Now heat the oil in a pan. Add rye, urad dal, kadhi leaves, dry red chillies, asafoetida and cook till the lentils become light golden brown. Now add cowpea, turmeric powder and mix well. After 1 minute, add coconut, cumin powder, salt and cook for 1 minute. Turn off the gas and serve. Serve the Karmani Sundal recipe with Kerai Sambar, Beetroot Thoron, Rice and Papad to dinner for dinner.",Monsoon
Mysore Chutney Recipe - Chana Dal Chutney,Mysore Chutney is a delicious South Indian condiment which goes well with dosas and other south indian delicacies. It is very famous in Karnataka and is prepared in most of the households.,Karnataka,Side Dish,Vegetarian,"Oil, Chana dal (Bengal Gram Dal), Dry Red Chillies, Lemon juice, Salt, Dessicated Coconut, Tamarind, Curry leaves, Ginger","1 teaspoon Oil  1/2 cup Chana dal (Bengal Gram Dal)  5 Dry Red Chillies , broken  1 tablespoon Lemon juice Salt , as required  1 teaspoon Dessicated Coconut  20 grams Tamarind  1 sprig Curry leaves  1 teaspoon Ginger , chopped",20,45,"To begin making the Mysore Chutney Recipe, first Soak dry red chillies in warm water for half an hour. Soak the tamarind in little water to extract the pulp.Heat oil in a wide pan. Add chana dal and roast well on low to medium heat until golden brown in colour. Once done, keep it aside to cool.Once cooled grind together roasted dal, dry red chillies,, tamarind pulp, salt, coconut, curry leaves, ginger and water in a blender.Grind to a coarse paste. Transfer the Mysore chutney into a serving bowl and serve.Serve Mysore Chutney with homemade soft idli or masala dosa and  South Indian Filter Coffee.",Summer
