Food_Combo_ID,Season,Combo_Type,Food_Menu_Item_Main,Food_Menu_Item_Side_Dish,Food_Menu_Item_Dessert_Name,Waste_Risk_Score,Waste_Risk_Level,Estimated_Waste_Reduction_Percentage,Recommended_Strategies
133,Monsoon,Lunch Combo (Main+Side+Dessert),Bengali Style Kanchkolar Kofta Curry Recipe | Raw Banana Kofta Recipe,Goan Raw Banana Sabzi Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.417,Medium,30,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
134,Monsoon,Dinner Combo (Soup+Main+Beverage),Bengali Style Kanchkolar Kofta Curry Recipe | Raw Banana Kofta Recipe,Japanese Senbei Recipe- Rice Crackers In Indian Flavours,Besan Ka Sheera Recipe (Natural Cold Remedy),0.427,Medium,38,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
135,Monsoon,Lunch Combo (Main+Side+Dessert),"Vegetarian Mexican Tacos Recipe With Baked Beans, Peppers and Salad",Gobi Musallam Recipe (Spicy Cauliflower Creamy Gravy),Besan Ka Sheera Recipe (Natural Cold Remedy),0.6,Medium,36,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Source local seasonal produce to reduce spoilage and transport loss
136,Monsoon,Dinner Combo (Soup+Main+Beverage),"Vegetarian Mexican Tacos Recipe With Baked Beans, Peppers and Salad",Cheesy Spinach Open Toast Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.58,Medium,34,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
137,Monsoon,Lunch Combo (Main+Side+Dessert),Marrakesh Vegetable Curry Recipe,Tamarind Chilli Aloo Recipe - Tamarind Chilli Potato Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.555,Medium,38,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Source local seasonal produce to reduce spoilage and transport loss
138,Monsoon,Dinner Combo (Soup+Main+Beverage),Marrakesh Vegetable Curry Recipe,Sabudana Khatti Meethi Namkeen Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.505,Medium,40,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
139,Monsoon,Lunch Combo (Main+Side+Dessert),Spicy And Delicious Chicken Teriyaki Noodle Recipe,Paneer Jalfrezi Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.6,Medium,27,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Source local seasonal produce to reduce spoilage and transport loss
140,Monsoon,Dinner Combo (Soup+Main+Beverage),Spicy And Delicious Chicken Teriyaki Noodle Recipe,Ice Cream Tea Float Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.58,Medium,46,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
141,Monsoon,Lunch Combo (Main+Side+Dessert),"Vegetarian Mexican Tacos Recipe With Baked Beans, Peppers and Salad",Tamil Nadu Style Broccoli Poriyal Recipe - Broccoli Stir Fry Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.525,Medium,29,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
142,Monsoon,Dinner Combo (Soup+Main+Beverage),"Vegetarian Mexican Tacos Recipe With Baked Beans, Peppers and Salad",Chinese Spiced Noodle Cutlets Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.535,Medium,42,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
143,Monsoon,Lunch Combo (Main+Side+Dessert),Bengali Style Kanchkolar Kofta Curry Recipe | Raw Banana Kofta Recipe,Honey Roasted Sweet Potato With Red Onions Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.417,Medium,38,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
144,Monsoon,Dinner Combo (Soup+Main+Beverage),Bengali Style Kanchkolar Kofta Curry Recipe | Raw Banana Kofta Recipe,Garlic Chicken Cheese Balls Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.472,Medium,36,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
145,Monsoon,Lunch Combo (Main+Side+Dessert),One Pot Punjabi Rajma Masala Recipe - One pot Punjabi Rajma Masala Recipe,Cheesy Mushroom & Corn Open Toast,Besan Ka Sheera Recipe (Natural Cold Remedy),0.492,Medium,41,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
146,Monsoon,Dinner Combo (Soup+Main+Beverage),One Pot Punjabi Rajma Masala Recipe - One pot Punjabi Rajma Masala Recipe,Corn Cakes Recipe With Mozzarella and Avocado Salsa Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.472,Medium,40,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
147,Monsoon,Lunch Combo (Main+Side+Dessert),Goan Style Mushroom Shagoti Recipe ,"Macaroni Minestrone Soup Pot Recipe (Wholesome Italian Soup Made Using Vegetables, Beans And Macaroni)",Besan Ka Sheera Recipe (Natural Cold Remedy),0.492,Medium,31,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
148,Monsoon,Dinner Combo (Soup+Main+Beverage),Goan Style Mushroom Shagoti Recipe ,Corn Cakes Recipe With Mozzarella and Avocado Salsa Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.472,Medium,44,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
149,Monsoon,Lunch Combo (Main+Side+Dessert),Eggplant Rolls Recipe,Provencal Style Grilled Stuffed Tomato Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.6,Medium,35,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Source local seasonal produce to reduce spoilage and transport loss
150,Monsoon,Dinner Combo (Soup+Main+Beverage),Eggplant Rolls Recipe,Oven Crisped Burritos with Shredded Chicken Recipe ,Besan Ka Sheera Recipe (Natural Cold Remedy),0.58,Medium,46,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
151,Monsoon,Lunch Combo (Main+Side+Dessert),Goan Style Mushroom Shagoti Recipe ,Herbed Brown Rice Recipe ,Besan Ka Sheera Recipe (Natural Cold Remedy),0.417,Medium,40,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
152,Monsoon,Dinner Combo (Soup+Main+Beverage),Goan Style Mushroom Shagoti Recipe ,Oven Crisped Burritos with Shredded Chicken Recipe ,Besan Ka Sheera Recipe (Natural Cold Remedy),0.472,Medium,31,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
153,Monsoon,Lunch Combo (Main+Side+Dessert),Eggplant Rolls Recipe,Karmani Sundal Recipe - Karamani Sundal Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.525,Medium,41,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
154,Monsoon,Dinner Combo (Soup+Main+Beverage),Eggplant Rolls Recipe,Corn Toast Recipe With Moong Sprouts & Vegetables,Besan Ka Sheera Recipe (Natural Cold Remedy),0.58,Medium,33,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
155,Monsoon,Lunch Combo (Main+Side+Dessert),Marrakesh Vegetable Curry Recipe,Honey Roasted Sweet Potato With Red Onions Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.525,Medium,31,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
156,Monsoon,Dinner Combo (Soup+Main+Beverage),Marrakesh Vegetable Curry Recipe,Creamy Sweet Corn And Jalapeno Dip Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.58,Medium,40,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
157,Monsoon,Lunch Combo (Main+Side+Dessert),Spicy And Delicious Chicken Teriyaki Noodle Recipe,Ginger Garlic Chicken Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.6,Medium,31,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Source local seasonal produce to reduce spoilage and transport loss
158,Monsoon,Dinner Combo (Soup+Main+Beverage),Spicy And Delicious Chicken Teriyaki Noodle Recipe,Corn Chilli Cheese Momos Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.58,Medium,31,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
159,Monsoon,Lunch Combo (Main+Side+Dessert),Muttai Parotta Recipe ( Ande Ka Paratha / Egg Filled Flat Bread),Bengali Style Chingri Posto Recipe (Prawns Cooked In Poppy Seed Gravy),Besan Ka Sheera Recipe (Natural Cold Remedy),0.6,Medium,33,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Source local seasonal produce to reduce spoilage and transport loss
160,Monsoon,Dinner Combo (Soup+Main+Beverage),Muttai Parotta Recipe ( Ande Ka Paratha / Egg Filled Flat Bread),Sabudana Khatti Meethi Namkeen Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.505,Medium,40,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
161,Monsoon,Lunch Combo (Main+Side+Dessert),One Pot Punjabi Rajma Masala Recipe - One pot Punjabi Rajma Masala Recipe,Gobi Musallam Recipe (Spicy Cauliflower Creamy Gravy),Besan Ka Sheera Recipe (Natural Cold Remedy),0.492,Medium,38,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
162,Monsoon,Dinner Combo (Soup+Main+Beverage),One Pot Punjabi Rajma Masala Recipe - One pot Punjabi Rajma Masala Recipe,Mini Pita Pizza With Tahini Roasted Vegetables Recipe ,Besan Ka Sheera Recipe (Natural Cold Remedy),0.472,Medium,41,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
163,Monsoon,Lunch Combo (Main+Side+Dessert),Roasted Eggplant & Olive Lasagna Recipe,Kathirikai Gothsu / Gotsu Recipe - South Indian Style Spicy and Tangy Eggplant Curry,Besan Ka Sheera Recipe (Natural Cold Remedy),0.6,Medium,32,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Source local seasonal produce to reduce spoilage and transport loss
164,Monsoon,Dinner Combo (Soup+Main+Beverage),Roasted Eggplant & Olive Lasagna Recipe,Chicken Manchurian Recipe Gravy | Indo Chinese Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.58,Medium,40,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
165,Monsoon,Lunch Combo (Main+Side+Dessert),Eggplant Rolls Recipe,Tamil Nadu Style Broccoli Porial Recipe - Tamil Nadu Style Broccoli Poriyal Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.525,Medium,42,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
166,Monsoon,Dinner Combo (Soup+Main+Beverage),Eggplant Rolls Recipe,"Carrot, Sweet Potato, Mushrooms Fritters Recipe ",Besan Ka Sheera Recipe (Natural Cold Remedy),0.535,Medium,48,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
167,Monsoon,Lunch Combo (Main+Side+Dessert),Asian Black Pepper Basa Fish Recipe ,Kathirikai Gothsu / Gotsu Recipe - South Indian Style Spicy and Tangy Eggplant Curry,Besan Ka Sheera Recipe (Natural Cold Remedy),0.6,Medium,30,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Source local seasonal produce to reduce spoilage and transport loss
168,Monsoon,Dinner Combo (Soup+Main+Beverage),Asian Black Pepper Basa Fish Recipe ,Egg Manchurian Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.58,Medium,37,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
169,Monsoon,Lunch Combo (Main+Side+Dessert),Asian Black Pepper Basa Fish Recipe ,Ginger Garlic Chicken Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.6,Medium,27,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Source local seasonal produce to reduce spoilage and transport loss
170,Monsoon,Dinner Combo (Soup+Main+Beverage),Asian Black Pepper Basa Fish Recipe ,Corn Toast Recipe With Moong Sprouts & Vegetables,Besan Ka Sheera Recipe (Natural Cold Remedy),0.58,Medium,40,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
171,Monsoon,Lunch Combo (Main+Side+Dessert),Roasted Eggplant & Olive Lasagna Recipe,Cherupayar Thoran Recipe - Kerala Style Green Gram Sabzi,Besan Ka Sheera Recipe (Natural Cold Remedy),0.555,Medium,29,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Source local seasonal produce to reduce spoilage and transport loss
172,Monsoon,Dinner Combo (Soup+Main+Beverage),Roasted Eggplant & Olive Lasagna Recipe,Cheesy Spinach Open Toast Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.58,Medium,46,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
173,Monsoon,Lunch Combo (Main+Side+Dessert),Bengali Style Kanchkolar Kofta Curry Recipe | Raw Banana Kofta Recipe,Kerala Style Vegetable Stew Recipe with Coconut Milk,Besan Ka Sheera Recipe (Natural Cold Remedy),0.492,Medium,29,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
174,Monsoon,Dinner Combo (Soup+Main+Beverage),Bengali Style Kanchkolar Kofta Curry Recipe | Raw Banana Kofta Recipe,Corn Toast Recipe With Moong Sprouts & Vegetables,Besan Ka Sheera Recipe (Natural Cold Remedy),0.472,Medium,34,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
175,Monsoon,Lunch Combo (Main+Side+Dessert),Spicy And Delicious Chicken Teriyaki Noodle Recipe,Provencal Style Grilled Stuffed Tomato Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.6,Medium,33,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Source local seasonal produce to reduce spoilage and transport loss
176,Monsoon,Dinner Combo (Soup+Main+Beverage),Spicy And Delicious Chicken Teriyaki Noodle Recipe,Sabudana Khatti Meethi Namkeen Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.505,Medium,45,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
177,Monsoon,Lunch Combo (Main+Side+Dessert),Asian Black Pepper Basa Fish Recipe ,Ullikadala Pulusu Recipe | Spring onion curry,Besan Ka Sheera Recipe (Natural Cold Remedy),0.555,Medium,26,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Source local seasonal produce to reduce spoilage and transport loss
178,Monsoon,Dinner Combo (Soup+Main+Beverage),Asian Black Pepper Basa Fish Recipe ,Spicy Sichuan Cauliflower Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.505,Medium,32,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
179,Monsoon,Lunch Combo (Main+Side+Dessert),Moroccan Eggplant And Garbanzo Stew Recipe,Cheesy Mushroom & Corn Open Toast,Besan Ka Sheera Recipe (Natural Cold Remedy),0.6,Medium,32,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Source local seasonal produce to reduce spoilage and transport loss
180,Monsoon,Dinner Combo (Soup+Main+Beverage),Moroccan Eggplant And Garbanzo Stew Recipe,Corn and Spinach Whole Wheat Calzone Recipe,Besan Ka Sheera Recipe (Natural Cold Remedy),0.58,Medium,40,Track daily usage & adjust portions; Batch small quantities; Use FIFO storage & rapid chill; Cross-utilize protein in stocks/soups; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
181,Spring,Lunch Combo (Main+Side+Dessert),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Bengali Bhetki Macher Paturi Recipe (Barramundi Fish Wrapped in Banana Leaf),Eggless Chocolate Banana Cake Recipe ,0.447,Medium,28,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
182,Spring,Dinner Combo (Soup+Main+Beverage),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Fresh Figs Strawberry and Banana Smoothie Recipe,Eggless Chocolate Banana Cake Recipe ,0.427,Medium,35,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
183,Spring,Lunch Combo (Main+Side+Dessert),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Muttaikose Poriyal Recipe -  Purple Cabbage Poriyal | Red Cabbage Sabzi,Balinese Black Rice Pudding Recipe,0.417,Medium,42,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
184,Spring,Dinner Combo (Soup+Main+Beverage),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Fruit Sandwich Recipe,Balinese Black Rice Pudding Recipe,0.397,Medium,47,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
185,Spring,Lunch Combo (Main+Side+Dessert),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Garlic Toasted Beans Salad Recipe,Balinese Black Rice Pudding Recipe,0.417,Medium,39,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
186,Spring,Dinner Combo (Soup+Main+Beverage),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Fruit Sandwich Recipe,Balinese Black Rice Pudding Recipe,0.397,Medium,43,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
187,Spring,Lunch Combo (Main+Side+Dessert),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Garlic Toasted Beans Salad Recipe,Eggless Chocolate Banana Cake Recipe ,0.372,Medium,40,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Source local seasonal produce to reduce spoilage and transport loss
188,Spring,Dinner Combo (Soup+Main+Beverage),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Muesli Banana Fritters Recipe,Eggless Chocolate Banana Cake Recipe ,0.352,Medium,40,Track daily usage & adjust portions; Bulk prep & chilled storage; Use bulk purchasing & long-shelf ingredients; Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss
189,Spring,Lunch Combo (Main+Side+Dessert),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Garlic Toasted Beans Salad Recipe,Papaya Sorbet Recipe,0.417,Medium,31,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
190,Spring,Dinner Combo (Soup+Main+Beverage),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Stuffed Tomato With Stir-Fried Quinoa And Feta Recipe,Papaya Sorbet Recipe,0.472,Medium,40,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
191,Spring,Lunch Combo (Main+Side+Dessert),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Bengali Bhetki Macher Paturi Recipe (Barramundi Fish Wrapped in Banana Leaf),Papaya Sorbet Recipe,0.492,Medium,28,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
192,Spring,Dinner Combo (Soup+Main+Beverage),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Stuffed Tomato With Stir-Fried Quinoa And Feta Recipe,Papaya Sorbet Recipe,0.472,Medium,44,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
193,Spring,Lunch Combo (Main+Side+Dessert),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Karamani Sundal Recipe - Spicy Tossed Black Eyed Beans Recipe),Balinese Black Rice Pudding Recipe,0.447,Medium,33,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
194,Spring,Dinner Combo (Soup+Main+Beverage),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Fruit Sandwich Recipe,Balinese Black Rice Pudding Recipe,0.397,Medium,47,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
195,Spring,Lunch Combo (Main+Side+Dessert),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Bengali Bhetki Macher Paturi Recipe (Barramundi Fish Wrapped in Banana Leaf),Balinese Black Rice Pudding Recipe,0.492,Medium,36,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
196,Spring,Dinner Combo (Soup+Main+Beverage),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Banana-Almond Butter Bread Recipe,Balinese Black Rice Pudding Recipe,0.472,Medium,37,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Plan cross-day menu reuse (stocks/bases); Use leftover bases for soups or gravies; Source local seasonal produce to reduce spoilage and transport loss"
197,Spring,Lunch Combo (Main+Side+Dessert),One Pot Aloo Gobi Sabzi Recipe Using Preethi Electric Pressure Cooker,Karamani Sundal Recipe - Spicy Tossed Black Eyed Beans Recipe),Eggless Chocolate Banana Cake Recipe ,0.402,Medium,33,"Track daily usage & adjust portions; Prep-to-order leafy items; Keep dressings/sauces separate; Use repurposing (soups, fillings); Source local seasonal produce to reduce spoilage and transport loss"
